post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks
"нападение и погром от 70 човека над къщата, в която умря 8-годишното момче",13-01-21 22:45,0,0,0,posledninovini,0,момче,True,13,4.769230769,0,"['нападение', 'и', 'погром', 'от', '70', 'човека', 'над', 'къщата', ',', 'в', 'която', 'умря', '8-годишното', 'момче']","['нападение', 'и', 'погром', 'от', '70', 'човека', 'над', 'къщата', 'в', 'която', 'умря', '8годишното', 'момче']",5,2,0
"мъж закла цялото си семейство, за да прикрие тайния си живот",13-01-21 15:22,2,2,0,posledninovini,1,живот,True,11,4.545454545,0,"['мъж', 'закла', 'цялото', 'си', 'семейство', ',', 'за', 'да', 'прикрие', 'тайния', 'си', 'живот']","['мъж', 'закла', 'цялото', 'си', 'семейство', 'за', 'да', 'прикрие', 'тайния', 'си', 'живот']",5,1,0
санитарка източи дебитна карта на умиращ от covid-19,12-01-21 21:21,2,0,1,posledninovini,0,covid-19,True,8,5.625,0,"['санитарка', 'източи', 'дебитна', 'карта', 'на', 'умиращ', 'от', 'covid-19']","['санитарка', 'източи', 'дебитна', 'карта', 'на', 'умиращ', 'от', 'covid19']",2,1,0
българия въвежда скоростно еврото,12-01-21 19:35,12,0,9,posledninovini,0,еврото,True,4,7.5,0,"['българия', 'въвежда', 'скоростно', 'еврото']","['българия', 'въвежда', 'скоростно', 'еврото']",0,0,0
д-р илиева си инжектира втора доза от ваксината и усети остри странични ефекти:,12-01-21 16:19,6,0,6,posledninovini,1,ефекти:,True,13,5.153846154,0,"['д-р', 'илиева', 'си', 'инжектира', 'втора', 'доза', 'от', 'ваксината', 'и', 'усети', 'остри', 'странични', 'ефекти', ':']","['др', 'илиева', 'си', 'инжектира', 'втора', 'доза', 'от', 'ваксината', 'и', 'усети', 'остри', 'странични', 'ефекти']",3,2,0
януарска жега до 31°c в гърция: стотици отидоха на плаж,11-01-21 22:03,20,0,0,posledninovini,1,плаж,True,10,4.6,0,"['януарска', 'жега', 'до', '31°c', 'в', 'гърция', ':', 'стотици', 'отидоха', 'на', 'плаж']","['януарска', 'жега', 'до', '31c', 'в', 'гърция', 'стотици', 'отидоха', 'на', 'плаж']",3,1,0
ето какво решиха преди минути на срещата вълчев и ангелов-ще пускат ли големите ученици присъствено,11-01-21 12:27,0,0,0,posledninovini,0,присъствено,True,15,5.666666667,0,"['ето', 'какво', 'решиха', 'преди', 'минути', 'на', 'срещата', 'вълчев', 'и', 'ангелов-ще', 'пускат', 'ли', 'големите', 'ученици', 'присъствено']","['ето', 'какво', 'решиха', 'преди', 'минути', 'на', 'срещата', 'вълчев', 'и', 'ангеловще', 'пускат', 'ли', 'големите', 'ученици', 'присъствено']",6,1,0
сняг и студ сковават българия-задава се нова снежна вълна-прогноза за следващата седмица,11-01-21 9:55,5,0,0,posledninovini,0,седмица,True,12,6.416666667,0,"['сняг', 'и', 'студ', 'сковават', 'българия-задава', 'се', 'нова', 'снежна', 'вълна-прогноза', 'за', 'следващата', 'седмица']","['сняг', 'и', 'студ', 'сковават', 'българиязадава', 'се', 'нова', 'снежна', 'вълнапрогноза', 'за', 'следващата', 'седмица']",4,2,0
важни новини за пенсиите-поскъпва стажът за пенсия,11-01-21 9:35,0,0,0,posledninovini,0,пенсия,True,7,6.285714286,0,"['важни', 'новини', 'за', 'пенсиите-поскъпва', 'стажът', 'за', 'пенсия']","['важни', 'новини', 'за', 'пенсиитепоскъпва', 'стажът', 'за', 'пенсия']",2,1,0
бившият депутат томов със смразяващи детайли за смъртта на малкия му внук в мездра,11-01-21 9:12,0,0,0,posledninovini,0,мездра,True,14,4.928571429,0,"['бившият', 'депутат', 'томов', 'със', 'смразяващи', 'детайли', 'за', 'смъртта', 'на', 'малкия', 'му', 'внук', 'в', 'мездра']","['бившият', 'депутат', 'томов', 'със', 'смразяващи', 'детайли', 'за', 'смъртта', 'на', 'малкия', 'му', 'внук', 'в', 'мездра']",5,0,0
момиченце на 7 години помоли лекарите да го оставят за малко да си почине и то умря,11-01-21 8:47,3,2,0,posledninovini,1,умря,True,17,3.9411764710000003,0,"['момиченце', 'на', '7', 'години', 'помоли', 'лекарите', 'да', 'го', 'оставят', 'за', 'малко', 'да', 'си', 'почине', 'и', 'то', 'умря']","['момиченце', 'на', '7', 'години', 'помоли', 'лекарите', 'да', 'го', 'оставят', 'за', 'малко', 'да', 'си', 'почине', 'и', 'то', 'умря']",10,0,0
